Reason_1,Reason_2,Reason_3,Month Value,Transportation Expense,Age,Body Mass Index,Education,Children,Pets,Probability_of_excessivly_absent
0,0,0,12,179,30,19,1,0,0,0.14710515588619363
0,0,0,12,118,37,28,0,0,0,0.15998156372958242
0,0,0,12,235,37,29,1,1,1,0.3220220986527636
0,0,0,12,179,38,31,0,0,0,0.27879584632247895
1,0,0,12,235,43,38,0,1,0,0.9037845438672574
1,0,0,12,235,37,29,1,1,1,0.7914686428820212
0,0,0,12,260,36,23,0,4,0,0.6227923457644088
0,0,0,12,157,29,22,0,0,0,0.18649250671494022
0,0,0,12,179,38,31,0,0,0,0.27879584632247895
0,0,1,12,289,33,30,0,2,1,0.9493777260852919
0,0,0,1,225,28,24,0,1,2,0.2070091314696499
0,0,1,1,118,37,28,0,0,0,0.5852887224690229
0,0,0,1,155,34,25,0,2,0,0.215024351158857
1,0,0,1,235,37,29,1,1,1,0.7058781078323969
0,0,0,1,155,34,25,0,2,0,0.215024351158857
0,0,0,1,289,33,30,0,2,1,0.5029554681854502
1,0,0,1,291,40,25,0,1,1,0.7793358186432928
0,0,0,1,235,43,38,0,1,0,0.42637737497628336
0,0,0,1,118,50,31,0,1,0,0.11859498416585787
0,0,0,1,179,38,31,0,0,0,0.1964241832918203
0,0,0,1,179,38,31,0,0,0,0.1964241832918203
0,0,0,2,118,37,28,0,0,0,0.11154564523232721
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,225,28,24,0,1,2,0.6850148389926308
0,0,0,2,289,33,30,0,2,1,0.5133694183621224
0,0,0,2,260,36,23,0,4,0,0.5211706282274773
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,179,38,31,0,0,0,0.6706593603078903
0,0,0,2,246,41,23,0,0,0,0.1979982753299209
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,189,33,25,0,2,2,0.1977299033827679
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,246,41,23,0,0,0,0.1979982753299209
0,0,0,2,291,40,25,0,1,1,0.31543587548369645
1,0,0,2,157,29,22,0,0,0,0.5470224174608272
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,246,41,23,0,0,0,0.6636143516434426
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,1,3,118,37,28,0,0,0,0.605362429163479
0,0,1,3,246,41,23,0,0,0,0.7510193972191441
0,0,0,3,246,41,23,0,0,0,0.20469835323223534
0,0,0,3,260,36,23,0,4,0,0.531558389510227
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,235,37,29,1,1,1,0.24610214003092792
0,0,0,3,179,40,22,1,2,0,0.16397939752834598
0,0,0,3,378,36,21,0,2,4,0.371647549859158
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,361,28,27,0,1,4,0.41646275473227434
0,0,0,3,369,31,25,0,3,0,0.7444962851907225
0,0,1,3,235,37,29,1,1,1,0.7927743397527439
0,0,0,3,118,50,31,0,1,0,0.1275868027684619
1,0,0,3,118,50,31,0,1,0,0.5388786424752443
1,0,0,3,118,50,31,0,1,0,0.5388786424752443
0,0,0,3,235,37,29,1,1,1,0.24610214003092792
0,0,0,3,246,41,23,0,0,0,0.20469835323223534
0,0,0,3,118,50,31,0,1,0,0.1275868027684619
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,289,33,30,0,2,1,0.5237717738178
0,0,1,3,260,36,23,0,4,0,0.9300619988938859
0,0,0,3,246,41,23,0,0,0,0.20469835323223534
0,0,0,4,179,38,31,0,0,0,0.21690581017717736
0,0,0,4,260,36,23,0,4,0,0.5419188710491704
0,0,0,4,330,28,25,1,0,0,0.4258718820964335
0,0,0,4,369,31,25,0,3,0,0.7523414561747244
0,0,0,4,248,47,32,0,2,1,0.37446311658616094
0,0,0,4,330,28,25,1,0,0,0.4258718820964335
0,0,0,4,179,38,31,0,0,0,0.21690581017717736
0,0,0,4,118,50,31,0,1,0,0.1322972623904266
1,0,0,4,118,50,31,0,1,0,0.549214522302351
0,0,0,4,300,43,25,0,2,1,0.40132148373447646
0,0,0,4,260,36,23,0,4,0,0.5419188710491704
0,0,0,4,179,38,31,0,0,0,0.21690581017717736
1,0,0,4,118,37,28,0,0,0,0.5216321861552543
1,0,0,5,235,43,38,0,1,0,0.8752635675679284
0,0,0,5,248,47,32,0,2,1,0.38427344386111156
1,0,0,5,369,31,25,0,3,0,0.9619881104866786
0,0,0,5,179,30,19,1,0,0,0.11413652995897187
0,0,0,5,179,38,31,0,0,0,0.22406694747987566
0,0,0,5,361,28,27,0,1,4,0.43684550173265857
0,0,0,5,260,36,23,0,4,0,0.5522432277557772
1,0,0,5,179,40,22,1,2,0,0.6301172205730471
1,0,0,5,179,40,22,1,2,0,0.6301172205730471
0,0,1,5,228,58,22,0,2,1,0.6934822537345047
0,0,0,5,225,28,24,0,1,2,0.23570458023983526
1,0,0,5,330,28,25,1,0,0,0.8607160199497365
0,0,0,5,179,30,19,1,0,0,0.11413652995897187
0,0,0,5,118,37,28,0,0,0,0.1245485440129155
1,0,0,5,235,37,29,1,1,1,0.7392592289968191
0,0,0,5,179,30,19,1,0,0,0.11413652995897187
0,0,0,6,118,37,28,0,0,0,0.1291634395206654
0,0,0,6,179,38,31,0,0,0,0.2313946488956944
0,0,0,6,118,37,28,0,0,0,0.1291634395206654
0,0,0,6,225,28,24,0,1,2,0.2432935361359003
0,0,0,6,260,36,23,0,4,0,0.5625227385480728
0,0,0,6,179,38,31,0,0,0,0.2313946488956944
1,0,0,6,291,40,25,0,1,1,0.8130789843070059
0,0,0,6,179,38,31,0,0,0,0.2313946488956944
0,0,0,6,246,41,23,0,0,0,0.22580031498973205
0,0,0,6,179,38,31,0,0,0,0.2313946488956944
0,0,0,6,235,43,38,0,1,0,0.4779381205684185
0,0,0,6,179,38,31,0,0,0,0.2313946488956944
0,0,0,6,225,28,24,0,1,2,0.2432935361359003
0,0,0,6,118,50,31,0,1,0,0.14216041896097228
1,0,0,6,179,38,31,0,0,0,0.7063749155350978
0,0,1,6,179,30,19,1,0,0,0.6115284272431702
0,0,0,6,246,41,23,0,0,0,0.22580031498973205
1,0,0,6,330,28,25,1,0,0,0.8656367216822217
1,0,0,6,235,37,29,1,1,1,0.7472106028342809
0,0,0,7,179,30,19,1,0,0,0.12283742138361993
0,0,0,7,225,28,24,0,1,2,0.25104657471908615
1,0,0,7,260,36,23,0,4,0,0.9146179541205164
1,0,0,7,268,33,25,1,0,0,0.7697713380126416
0,0,0,7,330,28,25,1,0,0,0.45668167725357967
0,0,0,7,118,37,28,0,0,0,0.13392317243516833
0,0,0,7,260,36,23,0,4,0,0.5727488353814137
0,0,0,7,118,37,28,0,0,0,0.13392317243516833
0,1,0,7,300,43,25,0,2,1,0.5719664224441253
0,0,0,7,235,48,33,0,1,5,0.15141063907851104
0,0,0,7,246,41,23,0,0,0,0.23316766871699338
1,0,0,7,225,28,24,0,1,2,0.7281500812744569
0,0,0,7,179,38,31,0,0,0,0.2388882112158331
0,0,0,7,118,50,31,0,1,0,0.14731807428005828
0,0,0,7,361,28,27,0,1,4,0.4574438112033867
0,0,0,7,289,33,30,0,2,1,0.5650867051428717
0,0,0,7,235,43,38,0,1,0,0.4883430024109071
0,0,0,7,246,41,23,0,0,0,0.23316766871699338
0,0,0,7,291,40,25,0,1,1,0.36204832462985187
0,0,0,7,279,39,24,0,2,0,0.4581591372359942
0,0,0,8,179,38,31,0,0,0,0.24654660469328515
0,0,0,8,179,40,22,1,2,0,0.1945721792483189
0,0,0,8,246,41,23,0,0,0,0.24070066775049936
0,0,0,8,118,37,28,0,0,0,0.13883034139821873
0,0,0,8,289,33,30,0,2,1,0.5752981180686756
0,0,0,8,235,43,38,0,1,0,0.49875799559908124
0,0,0,8,291,40,25,0,1,1,0.37172668347674315
0,0,0,8,179,38,31,0,0,0,0.24654660469328515
0,0,0,8,179,40,22,1,2,0,0.1945721792483189
0,0,0,8,330,28,25,1,0,0,0.4670377852504174
0,0,0,8,235,37,29,1,1,1,0.28676085209866187
0,0,0,8,246,41,23,0,0,0,0.24070066775049936
0,0,0,8,118,37,28,0,0,0,0.13883034139821873
0,0,0,8,291,40,25,0,1,1,0.37172668347674315
0,0,0,8,260,36,23,0,4,0,0.5829131311771253
0,0,0,9,246,41,23,0,0,0,0.2483982026801831
0,0,0,9,246,41,23,0,0,0,0.2483982026801831
0,0,0,9,118,37,28,0,0,0,0.1438874446540934
0,0,0,9,155,34,25,0,2,0,0.27656714474296384
0,0,0,9,291,40,25,0,1,1,0.38150904376099615
0,0,0,9,179,30,19,1,0,0,0.13210269015929538
0,0,0,9,248,47,32,0,2,1,0.4243906321439199
0,0,0,9,179,38,31,0,0,0,0.2543684614561826
0,0,0,9,225,28,24,0,1,2,0.2670382729867153
0,0,0,9,179,30,19,1,0,0,0.13210269015929538
0,0,0,9,369,31,25,0,3,0,0.7890954110342657
0,0,0,9,361,28,27,0,1,4,0.4781886592889663
1,0,0,10,289,49,36,0,0,2,0.8234090517590451
1,0,0,10,235,32,25,1,0,0,0.7447727111283865
0,0,0,10,246,41,23,0,0,0,0.2562588233477599
1,0,0,10,289,49,36,0,0,2,0.8234090517590451
0,0,0,10,291,40,25,0,1,1,0.3913884667169857
0,0,0,10,118,37,28,0,0,0,0.14909686720538823
0,0,0,10,289,49,36,0,0,2,0.36849509989589496
0,0,0,10,291,40,25,0,1,1,0.3913884667169857
0,0,0,10,225,28,24,0,1,2,0.27527272457072033
0,0,0,10,369,31,25,0,3,0,0.7959465079704541
0,0,0,10,369,31,25,0,3,0,0.7959465079704541
0,0,0,10,225,28,24,0,1,2,0.27527272457072033
0,0,0,10,369,31,25,0,3,0,0.7959465079704541
0,0,0,10,179,38,31,0,0,0,0.26235206491121577
1,0,0,10,228,58,22,0,2,1,0.6551708377645862
0,0,0,10,291,40,25,0,1,1,0.3913884667169857
1,0,0,10,369,31,25,0,3,0,0.9689148091858937
1,0,0,10,225,28,24,0,1,2,0.7521780049481196
1,0,0,10,369,31,25,0,3,0,0.9689148091858937
1,0,0,10,225,28,24,0,1,2,0.7521780049481196
0,0,0,10,189,33,25,0,2,2,0.2559366839621373
1,0,0,10,235,32,25,1,0,0,0.7447727111283865
1,0,0,10,248,47,32,0,2,1,0.8599878257502526
0,0,0,10,225,28,24,0,1,2,0.27527272457072033
1,0,0,10,225,28,24,0,1,2,0.7521780049481196
0,0,1,11,179,38,31,0,0,0,0.8129250577285526
0,0,0,11,118,37,28,0,0,0,0.15446086750600269
1,0,0,11,330,28,25,1,0,0,0.888078283941814
0,0,0,11,179,38,31,0,0,0,0.27049534026902733
1,0,0,11,118,37,28,0,0,0,0.5934537747471178
0,0,0,11,289,33,30,0,2,1,0.6055168931222893
1,0,0,11,235,32,25,1,0,0,0.7526122148588783
0,0,0,11,225,28,24,0,1,2,0.28366282643544444
0,0,0,11,361,28,27,0,1,4,0.49900901624988503
0,0,0,11,291,40,25,0,1,1,0.40135770517493013
1,0,0,11,118,37,28,0,0,0,0.5934537747471178
1,0,0,11,225,28,24,0,1,2,0.7598633889206126
0,0,0,11,179,38,31,0,0,0,0.27049534026902733
0,0,0,11,118,37,28,0,0,0,0.15446086750600269
1,0,0,11,118,37,28,0,0,0,0.5934537747471178
0,0,0,11,225,28,24,0,1,2,0.28366282643544444
0,0,0,11,291,40,25,0,1,1,0.40135770517493013
0,0,0,11,289,33,30,0,2,1,0.6055168931222893
1,0,0,11,248,47,32,0,2,1,0.8649302164138248
0,0,0,11,235,43,38,0,1,0,0.5299733214281247
0,0,0,11,225,28,24,0,1,2,0.28366282643544444
0,0,0,11,369,31,25,0,3,0,0.802630716786129
0,0,0,11,361,28,27,0,1,4,0.49900901624988503
1,0,0,12,179,38,31,0,0,0,0.7554424395622931
0,0,0,12,291,40,25,0,1,1,0.41140922239823946
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
1,0,0,12,179,30,19,1,0,0,0.5795208564220752
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
1,0,0,12,361,28,27,0,1,4,0.892448579216584
0,0,1,12,179,40,22,1,2,0,0.7698286224237526
0,0,0,12,235,43,38,0,1,0,0.5403385446421507
0,0,1,12,233,31,21,1,1,8,0.41970633301681237
1,0,0,12,179,30,19,1,0,0,0.5795208564220752
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
0,0,0,12,225,28,24,0,1,2,0.2922055458968715
0,0,1,12,155,34,25,0,2,0,0.8354411491052611
1,0,0,1,179,30,19,1,0,0,0.46566766680895477
1,0,0,1,179,30,19,1,0,0,0.46566766680895477
0,0,0,1,179,40,22,1,2,0,0.15287220025533202
0,0,0,1,179,40,22,1,2,0,0.15287220025533202
1,0,0,1,179,30,19,1,0,0,0.46566766680895477
0,0,0,1,179,40,22,1,2,0,0.15287220025533202
1,0,0,1,289,49,36,0,0,2,0.7621677986182523
0,0,1,1,179,40,22,1,2,0,0.6789588520379978
0,0,0,1,179,30,19,1,0,0,0.09833694225258255
0,0,1,1,155,34,25,0,2,0,0.7624826531243354
0,0,0,1,179,30,19,1,0,0,0.09833694225258255
0,0,0,1,179,38,31,0,0,0,0.1964241832918203
1,0,0,1,289,33,30,0,2,1,0.8899389221631531
0,0,0,1,179,38,31,0,0,0,0.1964241832918203
0,0,0,1,179,38,31,0,0,0,0.1964241832918203
1,0,0,2,179,38,31,0,0,0,0.6706593603078903
0,0,0,2,225,28,24,0,1,2,0.21393279168028764
1,0,0,2,248,47,32,0,2,1,0.8148505745600021
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,225,28,24,0,1,2,0.21393279168028764
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,30,19,1,0,0,0.10209388168857798
0,0,0,2,225,41,28,1,2,2,0.2021844266765187
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,1,2,233,31,21,1,1,8,0.32285914332044086
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,225,28,24,0,1,2,0.6850148389926308
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,225,28,24,0,1,2,0.21393279168028764
1,0,0,2,179,30,19,1,0,0,0.47604900447566667
0,0,0,2,179,40,22,1,2,0,0.15834674847193025
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,233,31,21,1,1,8,0.2453425898103867
0,0,0,2,179,30,19,1,0,0,0.10209388168857798
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,179,38,31,0,0,0,0.6706593603078903
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,155,34,25,0,2,0,0.22214099274509588
0,0,0,2,235,32,25,1,0,0,0.20739199923628834
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
1,0,0,2,225,28,24,0,1,2,0.6850148389926308
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,248,47,32,0,2,1,0.3551554245401401
0,0,0,2,225,28,24,0,1,2,0.21393279168028764
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,179,38,31,0,0,0,0.2030844834563645
0,0,0,2,235,32,25,1,0,0,0.20739199923628834
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,248,47,32,0,2,1,0.3647548746688075
0,0,0,3,228,58,22,0,2,1,0.15082727000469373
0,0,0,3,248,47,32,0,2,1,0.3647548746688075
1,0,0,3,228,58,22,0,2,1,0.5866583218809058
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,225,28,24,0,1,2,0.2210234782720066
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,225,28,24,0,1,2,0.2210234782720066
0,0,0,3,179,30,19,1,0,0,0.10597748386962125
0,0,0,3,235,32,25,1,0,0,0.2143250039180344
0,0,1,3,361,28,27,0,1,4,0.8932073137154537
1,0,0,3,179,38,31,0,0,0,0.6797965892608091
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,179,30,19,1,0,0,0.10597748386962125
1,0,0,3,179,38,31,0,0,0,0.6797965892608091
1,0,0,3,248,47,32,0,2,1,0.8210547588911377
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
1,0,0,3,225,28,24,0,1,2,0.6939355492152981
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,289,33,30,0,2,1,0.5237717738178
0,0,0,3,228,58,22,0,2,1,0.15082727000469373
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,248,47,32,0,2,1,0.3647548746688075
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,179,30,19,1,0,0,0.10597748386962125
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,118,46,25,0,2,0,0.13020037632605877
1,0,0,3,155,34,25,0,2,0,0.7040649844881356
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
0,0,0,3,179,38,31,0,0,0,0.20991162610351669
1,0,0,3,179,30,19,1,0,0,0.4864510809887906
0,0,1,3,289,33,30,0,2,1,0.9280022540163885
0,0,0,3,369,31,25,0,3,0,0.7444962851907225
1,0,0,4,225,28,24,0,1,2,0.7027132594287526
1,0,0,4,118,37,28,0,0,0,0.5216321861552543
0,0,1,4,361,28,27,0,1,4,0.897117351632323
0,0,1,4,248,47,32,0,2,1,0.8752418874853308
1,0,0,4,189,33,25,0,2,2,0.6815900839343657
0,0,0,4,179,30,19,1,0,0,0.10999071989892713
1,0,0,4,369,31,25,0,3,0,0.9604347441687946
0,1,0,4,179,40,22,1,2,0,0.26455847991189874
0,0,0,4,118,50,31,0,1,0,0.1322972623904266
0,0,0,4,361,28,27,0,1,4,0.42662297257176623
1,0,0,4,118,37,28,0,0,0,0.5216321861552543
0,0,0,4,235,37,29,1,1,1,0.2539146478864604
0,0,0,4,179,30,19,1,0,0,0.10999071989892713
0,0,1,4,225,28,24,0,1,2,0.7761199996030581
0,1,0,4,235,32,25,1,0,0,0.3334669679949343
0,0,0,4,179,30,19,1,0,0,0.10999071989892713
0,0,0,4,155,34,25,0,2,0,0.23687375188891643
0,0,1,4,225,28,24,0,1,2,0.7761199996030581
1,0,0,4,118,50,31,0,1,0,0.549214522302351
0,0,0,4,179,30,19,1,0,0,0.10999071989892713
0,0,0,5,235,37,29,1,1,1,0.26188901067763676
0,0,1,5,225,41,28,1,2,2,0.7709262264437059
0,0,0,5,235,32,25,1,0,0,0.2286917951354435
1,0,0,5,118,37,28,0,0,0,0.5320189255252775
0,0,0,5,235,43,38,0,1,0,0.46755234846643867
1,0,0,5,179,30,19,1,0,0,0.5072814551172368
0,0,0,5,291,40,25,0,1,1,0.3430297253975735
1,0,0,5,225,41,28,1,2,2,0.6964825053590736
0,0,1,5,300,43,25,0,2,1,0.8911892801551176
0,0,0,5,225,41,28,1,2,2,0.22309993158443728
0,0,0,5,179,30,19,1,0,0,0.11413652995897187
0,0,0,5,118,50,31,0,1,0,0.137154289918709
1,0,0,5,118,50,31,0,1,0,0.5595081035978776
0,0,0,5,118,37,28,0,0,0,0.1245485440129155
0,0,0,5,118,50,31,0,1,0,0.137154289918709
0,0,0,5,179,30,19,1,0,0,0.11413652995897187
0,0,0,5,378,36,21,0,2,4,0.39130775440958615
0,1,0,5,179,40,22,1,2,0,0.2727449186121791
1,0,0,5,155,34,25,0,2,0,0.7211287723540817
1,0,0,5,235,32,25,1,0,0,0.7031999388514153
0,0,0,5,291,40,25,0,1,1,0.3430297253975735
1,0,0,5,179,40,22,1,2,0,0.6301172205730471
1,0,0,5,225,28,24,0,1,2,0.7113439467084772
1,0,0,5,330,28,25,1,0,0,0.8607160199497365
0,0,0,5,235,32,25,1,0,0,0.2286917951354435
0,0,0,5,291,40,25,0,1,1,0.3430297253975735
